source_hpf,target_hpf,source,target,mass,conditional_target_fraction,source_mass_fraction,model,matrix_kind
72.0,120.0,erythroblast,microglia,0.0015857392116873927,0.005331971650965941,0.22034365886676632,M0,raw
72.0,120.0,erythroblast,neutrophil,0.005972958405363034,0.020083784682290353,0.22034365886676632,M0,raw
72.0,120.0,erythroblast,non_specific_hematopoietic,0.007152812529390612,0.0240509872936807,0.22034365886676632,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.04730837753690897,0.1561121772523751,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.07400469033172907,0.24420692351075862,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,innate-lymphoid-cell,0.010124166339595675,0.03340857861604773,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.0951589350173041,0.3140134856448778,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.02796346541500716,0.09227620342829217,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,microglia,0.004821577593974169,0.015910648709086043,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.016975826312001525,0.05601826450626295,0.22452147993616678,M0,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.026683879654427756,0.08805371833229961,0.22452147993616678,M0,raw
72.0,120.0,innate-lymphoid-cell,erythroblast,0.0008903889826525324,0.21740292631136982,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,hematopoietic_stem_and_progenitor_HSPC,0.0010293583110509985,0.25133454412109113,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,innate-lymphoid-cell,0.00016091989813915575,0.03929120579744688,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,macrophage,0.0010272742584129801,0.2508256888332119,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,macrophage_immature,0.0003545950050867219,0.0865801276331967,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,microglia,3.9054163760710026e-05,0.00953570815861629,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,neutrophil,8.160322200195226e-05,0.019924751547138117,0.003034387320998163,M0,raw
72.0,120.0,innate-lymphoid-cell,non_specific_hematopoietic,0.0005123765256769275,0.12510504759792912,0.003034387320998163,M0,raw
72.0,120.0,macrophage,erythroblast,0.023743175577001903,0.06836493617262313,0.2573131695357526,M0,raw
72.0,120.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.0424260544431343,0.12215950198635375,0.2573131695357526,M0,raw
72.0,120.0,macrophage,innate-lymphoid-cell,0.005917442595753997,0.017038394213608643,0.2573131695357526,M0,raw
72.0,120.0,macrophage,macrophage,0.15767670910610398,0.45400658892441287,0.2573131695357526,M0,raw
72.0,120.0,macrophage,macrophage_immature,0.017518495416389612,0.050441897171578605,0.2573131695357526,M0,raw
72.0,120.0,macrophage,microglia,0.019561389316102407,0.056324105750139006,0.2573131695357526,M0,raw
72.0,120.0,macrophage,neutrophil,0.06331157407699485,0.18229624368168007,0.2573131695357526,M0,raw
72.0,120.0,macrophage,non_specific_hematopoietic,0.017145645744843563,0.04936833209960403,0.2573131695357526,M0,raw
72.0,120.0,macrophage_immature,erythroblast,0.011503145173316704,0.20363842282314185,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.008606841175017171,0.15236559531869512,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,innate-lymphoid-cell,0.0009330911996041913,0.016518371051972423,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,macrophage,0.01987484843998142,0.3518414076486739,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,macrophage_immature,0.004389904808733705,0.07771381462418805,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,microglia,0.0016728589064613497,0.029614365826456223,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,neutrophil,0.006044119066968522,0.10699811708956015,0.04185173810537826,M0,raw
72.0,120.0,macrophage_immature,non_specific_hematopoietic,0.0034632793512194837,0.06130990561731239,0.04185173810537826,M0,raw
72.0,120.0,microglia,erythroblast,0.009633500036208317,0.04880074982549623,0.14625618176697586,M0,raw
72.0,120.0,microglia,hematopoietic_stem_and_progenitor_HSPC,0.01703391691161471,0.08628929409120348,0.14625618176697586,M0,raw
72.0,120.0,microglia,innate-lymphoid-cell,0.0022613487386249354,0.011455391461779882,0.14625618176697586,M0,raw
72.0,120.0,microglia,macrophage,0.07666520313935443,0.38836553533631823,0.14625618176697586,M0,raw
72.0,120.0,microglia,macrophage_immature,0.008838041187642531,0.04477116679550383,0.14625618176697586,M0,raw
72.0,120.0,microglia,microglia,0.04261943120241085,0.21589870680401424,0.14625618176697586,M0,raw
72.0,120.0,microglia,neutrophil,0.03237172402109622,0.16398654688699296,0.14625618176697586,M0,raw
72.0,120.0,microglia,non_specific_hematopoietic,0.007981589211620843,0.040432608798691205,0.14625618176697586,M0,raw
72.0,120.0,non_specific_hematopoietic,erythroblast,0.013370541799074301,0.09285924063280555,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.02907843056066639,0.20195150063733347,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,innate-lymphoid-cell,0.0032585481368477276,0.02263081856369296,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,macrophage,0.04468097279383215,0.3103121224794012,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,macrophage_immature,0.009157396788443073,0.06359868767673943,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,microglia,0.010229324424922137,0.07104329148057746,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,neutrophil,0.018477552971419318,0.1283277494257735,0.10667938446796195,M0,raw
72.0,120.0,non_specific_hematopoietic,non_specific_hematopoietic,0.015734429791953275,0.10927658910367649,0.10667938446796195,M0,raw
72.0,120.0,erythroblast,erythroblast,0.2303096770112245,0.7462658080609306,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.02220793263821812,0.07195972401461379,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,innate-lymphoid-cell,0.002763083251827534,0.008953139018835946,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,macrophage,0.02857402052497959,0.09258757510039084,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,macrophage_immature,0.008585422171581227,0.02781909599963113,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,microglia,0.0017637056419587346,0.005714884555258226,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,neutrophil,0.006582644701204999,0.02132955388966716,0.22830579732244002,M1,raw
72.0,120.0,erythroblast,non_specific_hematopoietic,0.007829659303087506,0.02537021936067242,0.22830579732244002,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.046226465790036156,0.1530186443745096,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.07339841969333705,0.24296312704759254,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,innate-lymphoid-cell,0.010072489880332824,0.033341911838233346,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.09594904279837646,0.31761010077486795,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.027746084834565643,0.09184496836443212,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,microglia,0.004952864173190186,0.016394949269861667,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.017244115783441958,0.057081396458132934,0.22348307484260674,M1,raw
72.0,120.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.026507467251676076,0.08774490187236977,0.22348307484260674,M1,raw
72.0,120.0,innate-lymphoid-cell,erythroblast,0.0008520086538219904,0.2131653555890033,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,hematopoietic_stem_and_progenitor_HSPC,0.0010023613744962745,0.25078233403462835,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,innate-lymphoid-cell,0.00015753793873862776,0.03941465920485168,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,macrophage,0.0010186680707171547,0.25486213144374253,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,macrophage_immature,0.00034516895404834713,0.0863583515237075,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,microglia,3.9499725152936094e-05,0.009882496991225044,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,neutrophil,8.178185293606899e-05,0.020461127576160743,0.0029568253987770393,M1,raw
72.0,120.0,innate-lymphoid-cell,non_specific_hematopoietic,0.0004999111663721578,0.12507354363668083,0.0029568253987770393,M1,raw
72.0,120.0,macrophage,erythroblast,0.022489709024322537,0.06663500331988134,0.24967767410135508,M1,raw
72.0,120.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.0408012386348382,0.1208904334399059,0.24967767410135508,M1,raw
72.0,120.0,macrophage,innate-lymphoid-cell,0.005684117870326855,0.016841534621466113,0.24967767410135508,M1,raw
72.0,120.0,macrophage,macrophage,0.15366678881026274,0.45530099884588493,0.24967767410135508,M1,raw
72.0,120.0,macrophage,macrophage_immature,0.016872409496844654,0.049991445492723906,0.24967767410135508,M1,raw
72.0,120.0,macrophage,microglia,0.019245455527391542,0.057022569370436524,0.24967767410135508,M1,raw
72.0,120.0,macrophage,neutrophil,0.0622170797981882,0.18434366200211338,0.24967767410135508,M1,raw
72.0,120.0,macrophage,non_specific_hematopoietic,0.0165291347140597,0.04897435290758781,0.24967767410135508,M1,raw
72.0,120.0,macrophage_immature,erythroblast,0.012743170490193486,0.21112558381986957,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.009339666333617241,0.15473719894787197,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,innate-lymphoid-cell,0.0010282555313405328,0.017035874199230302,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,macrophage,0.020871565100876635,0.34579474319581893,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,macrophage_immature,0.004698669772634001,0.07784635697117359,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,microglia,0.0017856920847958424,0.02958488895798474,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,neutrophil,0.006200370678993116,0.10272615284472637,0.04465138425664744,M1,raw
72.0,120.0,macrophage_immature,non_specific_hematopoietic,0.003690858684155973,0.06114920106332454,0.04465138425664744,M1,raw
72.0,120.0,microglia,erythroblast,0.00912016533583606,0.04755845037911931,0.1418643633396168,M1,raw
72.0,120.0,microglia,hematopoietic_stem_and_progenitor_HSPC,0.016306219855161785,0.08503119398565494,0.1418643633396168,M1,raw
72.0,120.0,microglia,innate-lymphoid-cell,0.0021608710881080295,0.011268181730834641,0.1418643633396168,M1,raw
72.0,120.0,microglia,macrophage,0.07446478245094035,0.3883076162303271,0.1418643633396168,M1,raw
72.0,120.0,microglia,macrophage_immature,0.008512533341363593,0.04438986351761424,0.1418643633396168,M1,raw
72.0,120.0,microglia,microglia,0.04190716371624603,0.21853110034062898,0.1418643633396168,M1,raw
72.0,120.0,microglia,neutrophil,0.03162155853577873,0.16489529160453395,0.1418643633396168,M1,raw
72.0,120.0,microglia,non_specific_hematopoietic,0.007674209939914967,0.040018302211286876,0.1418643633396168,M1,raw
72.0,120.0,non_specific_hematopoietic,erythroblast,0.013482186235142775,0.09145124421241459,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.029683620190624538,0.20134746337248008,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,innate-lymphoid-cell,0.003333622090061633,0.022612348068258074,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,macrophage,0.045993492547102166,0.3119792328741977,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,macrophage_immature,0.009380375564468135,0.06362818326261291,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,microglia,0.010559346444279971,0.07162528046691924,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,neutrophil,0.018998624779160513,0.1288698912829281,0.10906088073855696,M1,raw
72.0,120.0,non_specific_hematopoietic,non_specific_hematopoietic,0.015993585154195245,0.10848635646018938,0.10906088073855696,M1,raw
120.0,240.0,erythroblast,erythroblast,0.19172358335175044,0.6147891061029284,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.07012534328251584,0.22486694833322543,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,innate-lymphoid-cell,0.009466952771508419,0.0303571388045474,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,macrophage,0.00778122574150478,0.024951613851427336,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,macrophage_immature,0.006556536549345671,0.021024472700930257,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,microglia,0.0038260887205830985,0.012268901004641609,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,neutrophil,0.004899179453749669,0.015709920002291114,0.22083471385347783,M0,raw
120.0,240.0,erythroblast,non_specific_hematopoietic,0.01747369364549405,0.05603189920000849,0.22083471385347783,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.011566721009612011,0.055703188562109616,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.11896819594880434,0.5729288228118631,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,innate-lymphoid-cell,0.013468058905467704,0.06485968012485432,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.015929440893591145,0.076713240428927,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.011428275496552795,0.0550364605833586,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,microglia,0.002392875711723517,0.011523646750454333,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.01699942838010741,0.08186610221845092,0.14704429294551793,M0,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.016896176137597762,0.08136885851998217,0.14704429294551793,M0,raw
120.0,240.0,innate-lymphoid-cell,erythroblast,0.0007825281472933163,0.020382316022888747,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,hematopoietic_stem_and_progenitor_HSPC,0.009049122344950988,0.23570023902979223,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,innate-lymphoid-cell,0.02492057250721233,0.6490999538741488,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,macrophage,0.0009833080707193846,0.025611980750574997,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,macrophage_immature,0.0006867306538042348,0.017887102536640567,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,microglia,0.00016258368450718593,0.00423477679269852,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,neutrophil,0.0005082891682054249,0.0132392815430458,0.027187195220174456,M0,raw
120.0,240.0,innate-lymphoid-cell,non_specific_hematopoietic,0.0012993693180833672,0.03384434945021031,0.027187195220174456,M0,raw
120.0,240.0,macrophage,erythroblast,0.02009536202131863,0.04735413231882118,0.30050791817799793,M0,raw
120.0,240.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.16850346321890722,0.39707347819773975,0.30050791817799793,M0,raw
120.0,240.0,macrophage,innate-lymphoid-cell,0.02013867820782401,0.047456205644255504,0.30050791817799793,M0,raw
120.0,240.0,macrophage,macrophage,0.10499494237513146,0.24741750801823714,0.30050791817799793,M0,raw
120.0,240.0,macrophage,macrophage_immature,0.018671097635435095,0.04399789498830864,0.30050791817799793,M0,raw
120.0,240.0,macrophage,microglia,0.017511748508571425,0.04126592271037854,0.30050791817799793,M0,raw
120.0,240.0,macrophage,neutrophil,0.05122819190862066,0.12071773454597387,0.30050791817799793,M0,raw
120.0,240.0,macrophage,non_specific_hematopoietic,0.023219946247302652,0.05471712357628546,0.30050791817799793,M0,raw
120.0,240.0,macrophage_immature,erythroblast,0.0043446747863512625,0.05462543967442721,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.04293426566197363,0.5398109764743981,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,innate-lymphoid-cell,0.004953766970507333,0.06228353377765121,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,macrophage,0.008951756044242243,0.11255010646852343,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,macrophage_immature,0.006165285097350637,0.0775159075701055,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,microglia,0.002536201362517162,0.03188756842413301,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,neutrophil,0.0032586579560109166,0.04097098916468245,0.05632228900084095,M0,raw
120.0,240.0,macrophage_immature,non_specific_hematopoietic,0.006391132469242375,0.08035547844607914,0.05632228900084095,M0,raw
120.0,240.0,microglia,erythroblast,0.002310912900485262,0.0327136363829875,0.05002334436373009,M0,raw
120.0,240.0,microglia,hematopoietic_stem_and_progenitor_HSPC,0.011598718575479955,0.16419323372472294,0.05002334436373009,M0,raw
120.0,240.0,microglia,innate-lymphoid-cell,0.0014336387739655892,0.020294809703219015,0.05002334436373009,M0,raw
120.0,240.0,microglia,macrophage,0.006207624297413251,0.08787607876745698,0.05002334436373009,M0,raw
120.0,240.0,microglia,macrophage_immature,0.002469287656815423,0.03495561365082014,0.05002334436373009,M0,raw
120.0,240.0,microglia,microglia,0.03791747075162988,0.5367655139537764,0.05002334436373009,M0,raw
120.0,240.0,microglia,neutrophil,0.004489405121813212,0.06355270538326192,0.05002334436373009,M0,raw
120.0,240.0,microglia,non_specific_hematopoietic,0.004213603004240237,0.05964840843375523,0.05002334436373009,M0,raw
120.0,240.0,neutrophil,erythroblast,0.0013554816690357636,0.006999218426410408,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,hematopoietic_stem_and_progenitor_HSPC,0.01134808970473188,0.05859744206088704,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,innate-lymphoid-cell,0.0007502869763896476,0.0038742113229593344,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,macrophage,0.007775289260629516,0.040148789250969354,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,macrophage_immature,0.0016339511385081835,0.008437134324830918,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,microglia,0.001035028480167764,0.005344513744256791,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,neutrophil,0.1671203745168188,0.8629493348875855,0.13713934490741825,M0,raw
120.0,240.0,neutrophil,non_specific_hematopoietic,0.0026433596868571645,0.013649355982100679,0.13713934490741825,M0,raw
120.0,240.0,non_specific_hematopoietic,erythroblast,0.0041836452787120375,0.04861429014366687,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.04150625382005378,0.4823059632354796,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,innate-lymphoid-cell,0.005205178122122344,0.060484582850729766,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,macrophage,0.008008769154234185,0.09306253313078475,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,macrophage_immature,0.005907815593828249,0.06864928603174114,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,microglia,0.0018727322388923512,0.0217612972319057,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,neutrophil,0.005129571002507658,0.05960602212078977,0.060940901530842535,M0,raw
120.0,240.0,non_specific_hematopoietic,non_specific_hematopoietic,0.0142439668575324,0.16551602525490242,0.060940901530842535,M0,raw
120.0,240.0,erythroblast,erythroblast,0.20389364253356768,0.603857591341936,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.07813132263137171,0.23139609311149748,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,innate-lymphoid-cell,0.010644102477864122,0.03152389650021372,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,macrophage,0.008844910432815377,0.02619535480963187,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,macrophage_immature,0.007305414783913869,0.021635937836765706,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,microglia,0.0042690648917315475,0.0126433919702966,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,neutrophil,0.005304545321854421,0.015710102195519868,0.23970124920018757,M1,raw
120.0,240.0,erythroblast,non_specific_hematopoietic,0.019258862957844784,0.05703763223413875,0.23970124920018757,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.011678710458858491,0.05500440445883672,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.12101188541948338,0.5699419223884298,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,innate-lymphoid-cell,0.013631993974352163,0.06420398149154738,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.016624369946007193,0.07829747741454722,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.011687928623880982,0.055047820183462444,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,microglia,0.0026927203739647177,0.012682177631329188,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.017924202401651775,0.08441942986562168,0.15072960732790872,M1,raw
120.0,240.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.017071375894907818,0.08040278656622554,0.15072960732790872,M1,raw
120.0,240.0,innate-lymphoid-cell,erythroblast,0.0007582857344762448,0.01989464455888917,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,hematopoietic_stem_and_progenitor_HSPC,0.008828264142587762,0.23162136540796574,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,innate-lymphoid-cell,0.024758869563090088,0.6495821920978099,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,macrophage,0.001034511747865203,0.027141804968794578,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,macrophage_immature,0.0006885713278505701,0.018065593480393487,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,microglia,0.00017871736776239587,0.004688890145861671,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,neutrophil,0.0005569398629621217,0.014612065228895542,0.027058134083168855,M1,raw
120.0,240.0,innate-lymphoid-cell,non_specific_hematopoietic,0.0013109084684561586,0.03439344411139001,0.027058134083168855,M1,raw
120.0,240.0,macrophage,erythroblast,0.017948819871956116,0.04610622404240273,0.27636146487671026,M1,raw
120.0,240.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.1495367939349798,0.3841242473284343,0.27636146487671026,M1,raw
120.0,240.0,macrophage,innate-lymphoid-cell,0.017837013654589288,0.04581902061933518,0.27636146487671026,M1,raw
120.0,240.0,macrophage,macrophage,0.09875856959935894,0.2536871375688403,0.27636146487671026,M1,raw
120.0,240.0,macrophage,macrophage_immature,0.016718910225376457,0.04294688041303608,0.27636146487671026,M1,raw
120.0,240.0,macrophage,microglia,0.017071030025393022,0.04385139193552875,0.27636146487671026,M1,raw
120.0,240.0,macrophage,neutrophil,0.0507097679921687,0.1302612617912682,0.27636146487671026,M1,raw
120.0,240.0,macrophage,non_specific_hematopoietic,0.020711869039377866,0.05320383630115441,0.27636146487671026,M1,raw
120.0,240.0,macrophage_immature,erythroblast,0.00529539450351316,0.05404288322548912,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.053038517032200576,0.541291943503489,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,innate-lymphoid-cell,0.00610732665391808,0.062329169424230745,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,macrophage,0.010860480864524279,0.11083814411650587,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,macrophage_immature,0.007227906090014615,0.07376539831514192,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,microglia,0.003392419413468289,0.034621806947965274,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,neutrophil,0.004312087431159506,0.04400760648628667,0.06956022091502172,M1,raw
120.0,240.0,macrophage_immature,non_specific_hematopoietic,0.007750915948384972,0.07910304798089143,0.06956022091502172,M1,raw
120.0,240.0,microglia,erythroblast,0.0019957728118488905,0.03118779176935083,0.045428418632711354,M1,raw
120.0,240.0,microglia,hematopoietic_stem_and_progenitor_HSPC,0.009833071692209377,0.15366067248186555,0.045428418632711354,M1,raw
120.0,240.0,microglia,innate-lymphoid-cell,0.0012125101302137566,0.018947804697420786,0.045428418632711354,M1,raw
120.0,240.0,microglia,macrophage,0.005668127327322115,0.08857539984369411,0.045428418632711354,M1,raw
120.0,240.0,microglia,macrophage_immature,0.0021726616311864917,0.03395202005779849,0.045428418632711354,M1,raw
120.0,240.0,microglia,microglia,0.035144596664299144,0.5492019713248669,0.045428418632711354,M1,raw
120.0,240.0,microglia,neutrophil,0.004230613907637164,0.06611148564834621,0.045428418632711354,M1,raw
120.0,240.0,microglia,non_specific_hematopoietic,0.0037347625779052787,0.05836285417665712,0.045428418632711354,M1,raw
120.0,240.0,neutrophil,erythroblast,0.0011700065068298326,0.00644466033914496,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,hematopoietic_stem_and_progenitor_HSPC,0.009846565699172919,0.05423710985179526,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,innate-lymphoid-cell,0.0006280061533980154,0.003459199864203677,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,macrophage,0.006956661590393425,0.03831886470951245,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,macrophage_immature,0.0014369806272442902,0.007915214148349892,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,microglia,0.0009545161159333857,0.005257690550882783,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,neutrophil,0.1581064021954454,0.8708858058873042,0.1288811453824935,M1,raw
120.0,240.0,neutrophil,non_specific_hematopoietic,0.002447512953448833,0.01348145464880679,0.1288811453824935,M1,raw
120.0,240.0,non_specific_hematopoietic,erythroblast,0.004173752821154223,0.04757523491338845,0.062279759581797885,M1,raw
120.0,240.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.04195002656056627,0.4781745478856376,0.062279759581797885,M1,raw
120.0,240.0,non_specific_hematopoietic,innate-lymphoid-cell,0.005245204176208738,0.05978835631737477,0.062279759581797885,M1,raw
120.0,240.0,non_specific_hematopoietic,macrophage,0.008560990201501254,0.09758391006370264,0.062279759581797885,M1,raw
